Device_ID,Timestamp,Reminder_Type,Scheduled_Time,Reminder_Sent,Acknowledged,Scheduled_DateTime,Type_Appointment,Type_Exercise,Type_Hydration,Type_Medication,Hour,Day_of_Week,Time_of_Day,Is_Weekend,Adherence,Priority,Priority_Score
D3716,2025-01-28 21:36:00,Hydration,16:00:00,0,0,2025-01-28 16:00:00,False,False,True,False,16,1,Afternoon,0,,Medium,2
D3717,2025-01-21 04:47:00,Exercise,09:30:00,0,0,2025-01-21 09:30:00,False,True,False,False,9,1,Morning,0,,Medium,2
D3718,2025-01-04 09:58:00,Medication,12:00:00,0,0,2025-01-04 12:00:00,False,False,False,True,12,5,Afternoon,1,,High,3
D3719,2025-01-11 16:14:00,Hydration,17:30:00,0,0,2025-01-11 17:30:00,False,False,True,False,17,5,Evening,1,,Medium,2
D3720,2025-01-01 20:16:00,Hydration,22:00:00,1,0,2025-01-01 22:00:00,False,False,True,False,22,2,Night,0,0.0,Medium,2
D3721,2025-01-26 09:24:00,Medication,11:30:00,1,0,2025-01-26 11:30:00,False,False,False,True,11,6,Morning,1,0.0,High,3
D3722,2025-01-18 03:44:00,Appointment,20:00:00,1,1,2025-01-18 20:00:00,True,False,False,False,20,5,Evening,1,1.0,High,3
D3723,2025-01-15 01:16:00,Appointment,14:00:00,1,1,2025-01-15 14:00:00,True,False,False,False,14,2,Afternoon,0,1.0,High,3
D3724,2025-01-24 11:11:00,Medication,19:00:00,1,1,2025-01-24 19:00:00,False,False,False,True,19,4,Evening,0,1.0,High,3
D3725,2025-01-17 12:31:00,Appointment,20:30:00,1,1,2025-01-17 20:30:00,True,False,False,False,20,4,Evening,0,1.0,High,3
D3726,2025-01-29 18:35:00,Appointment,21:00:00,0,0,2025-01-29 21:00:00,True,False,False,False,21,2,Evening,0,,High,3
D3727,2025-01-30 11:09:00,Hydration,22:30:00,0,0,2025-01-30 22:30:00,False,False,True,False,22,3,Night,0,,Medium,2
D3728,2025-01-30 14:38:00,Hydration,13:30:00,1,1,2025-01-30 13:30:00,False,False,True,False,13,3,Afternoon,0,1.0,Medium,2
D3729,2025-01-16 02:02:00,Hydration,20:00:00,1,1,2025-01-16 20:00:00,False,False,True,False,20,3,Evening,0,1.0,Medium,2
D3730,2025-01-07 00:10:00,Hydration,20:30:00,0,0,2025-01-07 20:30:00,False,False,True,False,20,1,Evening,0,,Medium,2
D3731,2025-01-19 23:18:00,Medication,20:30:00,0,0,2025-01-19 20:30:00,False,False,False,True,20,6,Evening,1,,High,3
D3732,2025-01-25 22:04:00,Medication,09:30:00,1,1,2025-01-25 09:30:00,False,False,False,True,9,5,Morning,1,1.0,High,3
D3733,2025-01-23 05:49:00,Exercise,10:00:00,0,0,2025-01-23 10:00:00,False,True,False,False,10,3,Morning,0,,Medium,2
D3734,2025-01-15 01:57:00,Appointment,16:30:00,0,0,2025-01-15 16:30:00,True,False,False,False,16,2,Afternoon,0,,High,3
D3735,2025-01-24 03:07:00,Hydration,14:30:00,1,1,2025-01-24 14:30:00,False,False,True,False,14,4,Afternoon,0,1.0,Medium,2
D3736,2025-01-11 11:42:00,Appointment,13:00:00,1,1,2025-01-11 13:00:00,True,False,False,False,13,5,Afternoon,1,1.0,High,3
D3737,2025-01-30 19:45:00,Exercise,10:00:00,0,0,2025-01-30 10:00:00,False,True,False,False,10,3,Morning,0,,Medium,2
D3738,2025-01-09 06:23:00,Hydration,10:30:00,1,1,2025-01-09 10:30:00,False,False,True,False,10,3,Morning,0,1.0,Medium,2
D3739,2025-01-16 20:06:00,Medication,14:00:00,0,0,2025-01-16 14:00:00,False,False,False,True,14,3,Afternoon,0,,High,3
D3740,2025-01-22 23:59:00,Appointment,09:00:00,0,0,2025-01-22 09:00:00,True,False,False,False,9,2,Morning,0,,High,3
D3741,2025-01-04 22:52:00,Medication,16:30:00,1,0,2025-01-04 16:30:00,False,False,False,True,16,5,Afternoon,1,0.0,High,3
D3742,2025-01-22 08:53:00,Medication,21:00:00,1,1,2025-01-22 21:00:00,False,False,False,True,21,2,Evening,0,1.0,High,3
D3743,2025-01-04 13:22:00,Exercise,07:00:00,1,1,2025-01-04 07:00:00,False,True,False,False,7,5,Morning,1,1.0,Medium,2
D3744,2025-01-26 11:15:00,Exercise,08:30:00,1,0,2025-01-26 08:30:00,False,True,False,False,8,6,Morning,1,0.0,Medium,2
D3745,2025-01-28 15:33:00,Medication,17:30:00,1,1,2025-01-28 17:30:00,False,False,False,True,17,1,Evening,0,1.0,High,3
D3746,2025-01-25 17:01:00,Hydration,15:30:00,0,0,2025-01-25 15:30:00,False,False,True,False,15,5,Afternoon,1,,Medium,2
D3747,2025-01-03 19:11:00,Medication,10:00:00,0,0,2025-01-03 10:00:00,False,False,False,True,10,4,Morning,0,,High,3
D3748,2025-01-09 05:45:00,Hydration,13:00:00,0,0,2025-01-09 13:00:00,False,False,True,False,13,3,Afternoon,0,,Medium,2
D3749,2025-01-14 20:59:00,Hydration,10:30:00,0,0,2025-01-14 10:30:00,False,False,True,False,10,1,Morning,0,,Medium,2
D3750,2025-01-10 09:01:00,Exercise,20:30:00,1,0,2025-01-10 20:30:00,False,True,False,False,20,4,Evening,0,0.0,Medium,2
D3751,2025-01-28 06:28:00,Hydration,12:30:00,0,0,2025-01-28 12:30:00,False,False,True,False,12,1,Afternoon,0,,Medium,2
D3752,2025-01-10 23:40:00,Exercise,14:00:00,1,1,2025-01-10 14:00:00,False,True,False,False,14,4,Afternoon,0,1.0,Medium,2
D3753,2025-01-05 14:40:00,Exercise,15:30:00,0,0,2025-01-05 15:30:00,False,True,False,False,15,6,Afternoon,1,,Medium,2
D3754,2025-01-09 01:50:00,Medication,06:00:00,0,0,2025-01-09 06:00:00,False,False,False,True,6,3,Morning,0,,High,3
D3755,2025-01-26 06:37:00,Exercise,09:30:00,0,0,2025-01-26 09:30:00,False,True,False,False,9,6,Morning,1,,Medium,2
D3756,2025-01-14 01:57:00,Medication,15:00:00,0,0,2025-01-14 15:00:00,False,False,False,True,15,1,Afternoon,0,,High,3
D3757,2025-01-16 12:30:00,Medication,21:00:00,0,0,2025-01-16 21:00:00,False,False,False,True,21,3,Evening,0,,High,3
D3758,2025-01-24 15:16:00,Exercise,09:00:00,1,1,2025-01-24 09:00:00,False,True,False,False,9,4,Morning,0,1.0,Medium,2
D3759,2025-01-03 19:19:00,Exercise,09:30:00,1,1,2025-01-03 09:30:00,False,True,False,False,9,4,Morning,0,1.0,Medium,2
D3760,2025-01-03 17:24:00,Hydration,13:30:00,0,0,2025-01-03 13:30:00,False,False,True,False,13,4,Afternoon,0,,Medium,2
D3761,2025-01-27 01:59:00,Appointment,14:00:00,0,0,2025-01-27 14:00:00,True,False,False,False,14,0,Afternoon,0,,High,3
D3762,2025-01-13 14:24:00,Exercise,17:00:00,1,1,2025-01-13 17:00:00,False,True,False,False,17,0,Evening,0,1.0,Medium,2
D3763,2025-01-24 01:10:00,Exercise,21:00:00,1,1,2025-01-24 21:00:00,False,True,False,False,21,4,Evening,0,1.0,Medium,2
D3764,2025-01-17 08:52:00,Appointment,14:30:00,0,0,2025-01-17 14:30:00,True,False,False,False,14,4,Afternoon,0,,High,3
D3765,2025-01-21 21:06:00,Exercise,22:00:00,1,1,2025-01-21 22:00:00,False,True,False,False,22,1,Night,0,1.0,Medium,2
D3766,2025-01-05 14:11:00,Appointment,12:00:00,1,1,2025-01-05 12:00:00,True,False,False,False,12,6,Afternoon,1,1.0,High,3
D3767,2025-01-06 20:05:00,Exercise,20:00:00,1,1,2025-01-06 20:00:00,False,True,False,False,20,0,Evening,0,1.0,Medium,2
D3768,2025-01-03 19:45:00,Medication,13:00:00,0,0,2025-01-03 13:00:00,False,False,False,True,13,4,Afternoon,0,,High,3
D3769,2025-01-16 10:20:00,Exercise,07:00:00,1,1,2025-01-16 07:00:00,False,True,False,False,7,3,Morning,0,1.0,Medium,2
D3770,2025-01-27 14:19:00,Medication,18:00:00,0,0,2025-01-27 18:00:00,False,False,False,True,18,0,Evening,0,,High,3
D3771,2025-01-27 19:32:00,Medication,17:00:00,0,0,2025-01-27 17:00:00,False,False,False,True,17,0,Evening,0,,High,3
D3772,2025-01-09 01:23:00,Exercise,18:00:00,0,0,2025-01-09 18:00:00,False,True,False,False,18,3,Evening,0,,Medium,2
D3773,2025-01-30 03:09:00,Appointment,19:30:00,0,0,2025-01-30 19:30:00,True,False,False,False,19,3,Evening,0,,High,3
D3774,2025-01-27 16:32:00,Hydration,14:00:00,0,0,2025-01-27 14:00:00,False,False,True,False,14,0,Afternoon,0,,Medium,2
D3775,2025-01-08 23:04:00,Hydration,10:00:00,0,0,2025-01-08 10:00:00,False,False,True,False,10,2,Morning,0,,Medium,2
D3776,2025-01-01 14:32:00,Hydration,17:00:00,1,1,2025-01-01 17:00:00,False,False,True,False,17,2,Evening,0,1.0,Medium,2
D3777,2025-01-05 16:18:00,Medication,07:00:00,0,0,2025-01-05 07:00:00,False,False,False,True,7,6,Morning,1,,High,3
D3778,2025-01-11 03:17:00,Hydration,06:30:00,1,1,2025-01-11 06:30:00,False,False,True,False,6,5,Morning,1,1.0,Medium,2
D3779,2025-01-05 01:44:00,Hydration,11:30:00,0,0,2025-01-05 11:30:00,False,False,True,False,11,6,Morning,1,,Medium,2
D3780,2025-01-04 17:52:00,Medication,14:30:00,1,1,2025-01-04 14:30:00,False,False,False,True,14,5,Afternoon,1,1.0,High,3
D3781,2025-01-27 11:17:00,Medication,09:00:00,1,0,2025-01-27 09:00:00,False,False,False,True,9,0,Morning,0,0.0,High,3
D3782,2025-01-18 04:41:00,Medication,16:00:00,0,0,2025-01-18 16:00:00,False,False,False,True,16,5,Afternoon,1,,High,3
D3783,2025-01-08 20:07:00,Medication,11:30:00,0,0,2025-01-08 11:30:00,False,False,False,True,11,2,Morning,0,,High,3
D3784,2025-01-15 23:24:00,Hydration,11:00:00,1,1,2025-01-15 11:00:00,False,False,True,False,11,2,Morning,0,1.0,Medium,2
D3785,2025-01-10 19:27:00,Appointment,21:00:00,1,1,2025-01-10 21:00:00,True,False,False,False,21,4,Evening,0,1.0,High,3
D3786,2025-01-14 23:40:00,Exercise,10:30:00,1,1,2025-01-14 10:30:00,False,True,False,False,10,1,Morning,0,1.0,Medium,2
D3787,2025-01-17 18:54:00,Medication,08:30:00,1,1,2025-01-17 08:30:00,False,False,False,True,8,4,Morning,0,1.0,High,3
D3788,2025-01-11 15:12:00,Appointment,17:00:00,0,0,2025-01-11 17:00:00,True,False,False,False,17,5,Evening,1,,High,3
D3789,2025-01-23 06:14:00,Appointment,17:00:00,1,1,2025-01-23 17:00:00,True,False,False,False,17,3,Evening,0,1.0,High,3
D3790,2025-01-20 22:23:00,Hydration,14:00:00,0,0,2025-01-20 14:00:00,False,False,True,False,14,0,Afternoon,0,,Medium,2
D3791,2025-01-25 06:06:00,Appointment,07:00:00,1,1,2025-01-25 07:00:00,True,False,False,False,7,5,Morning,1,1.0,High,3
D3792,2025-01-02 11:54:00,Exercise,06:30:00,0,0,2025-01-02 06:30:00,False,True,False,False,6,3,Morning,0,,Medium,2
D3793,2025-01-29 10:18:00,Exercise,11:30:00,1,1,2025-01-29 11:30:00,False,True,False,False,11,2,Morning,0,1.0,Medium,2
D3794,2025-01-18 10:47:00,Medication,11:00:00,0,0,2025-01-18 11:00:00,False,False,False,True,11,5,Morning,1,,High,3
D3795,2025-01-25 20:50:00,Medication,21:30:00,1,0,2025-01-25 21:30:00,False,False,False,True,21,5,Evening,1,0.0,High,3
D3796,2025-01-09 17:44:00,Appointment,11:30:00,1,1,2025-01-09 11:30:00,True,False,False,False,11,3,Morning,0,1.0,High,3
D3797,2025-01-15 03:19:00,Medication,14:00:00,1,0,2025-01-15 14:00:00,False,False,False,True,14,2,Afternoon,0,0.0,High,3
D3798,2025-01-10 04:50:00,Appointment,10:00:00,1,0,2025-01-10 10:00:00,True,False,False,False,10,4,Morning,0,0.0,High,3
D3799,2025-01-07 00:37:00,Exercise,17:30:00,0,0,2025-01-07 17:30:00,False,True,False,False,17,1,Evening,0,,Medium,2
D3800,2025-01-27 00:15:00,Hydration,13:00:00,1,1,2025-01-27 13:00:00,False,False,True,False,13,0,Afternoon,0,1.0,Medium,2
D3801,2025-01-21 11:55:00,Appointment,13:00:00,1,1,2025-01-21 13:00:00,True,False,False,False,13,1,Afternoon,0,1.0,High,3
D3802,2025-01-13 07:58:00,Exercise,15:00:00,0,0,2025-01-13 15:00:00,False,True,False,False,15,0,Afternoon,0,,Medium,2
D3803,2025-01-28 14:04:00,Medication,18:30:00,1,1,2025-01-28 18:30:00,False,False,False,True,18,1,Evening,0,1.0,High,3
D3804,2025-01-08 12:34:00,Appointment,13:00:00,1,1,2025-01-08 13:00:00,True,False,False,False,13,2,Afternoon,0,1.0,High,3
D3805,2025-01-29 02:42:00,Hydration,11:00:00,0,0,2025-01-29 11:00:00,False,False,True,False,11,2,Morning,0,,Medium,2
D3806,2025-01-15 03:17:00,Appointment,08:30:00,0,0,2025-01-15 08:30:00,True,False,False,False,8,2,Morning,0,,High,3
D3807,2025-01-05 14:54:00,Medication,15:00:00,1,1,2025-01-05 15:00:00,False,False,False,True,15,6,Afternoon,1,1.0,High,3
D3808,2025-01-24 08:52:00,Medication,07:00:00,0,0,2025-01-24 07:00:00,False,False,False,True,7,4,Morning,0,,High,3
D3809,2025-01-08 23:32:00,Exercise,22:30:00,0,0,2025-01-08 22:30:00,False,True,False,False,22,2,Night,0,,Medium,2
D3810,2025-01-17 22:08:00,Exercise,12:30:00,1,1,2025-01-17 12:30:00,False,True,False,False,12,4,Afternoon,0,1.0,Medium,2
D3811,2025-01-16 15:54:00,Hydration,08:30:00,0,0,2025-01-16 08:30:00,False,False,True,False,8,3,Morning,0,,Medium,2
D3812,2025-01-23 11:03:00,Appointment,14:30:00,1,1,2025-01-23 14:30:00,True,False,False,False,14,3,Afternoon,0,1.0,High,3
D3813,2025-01-27 01:50:00,Hydration,13:00:00,1,1,2025-01-27 13:00:00,False,False,True,False,13,0,Afternoon,0,1.0,Medium,2
D3814,2025-01-22 00:04:00,Medication,10:30:00,0,0,2025-01-22 10:30:00,False,False,False,True,10,2,Morning,0,,High,3
D3815,2025-01-22 21:28:00,Appointment,12:00:00,1,0,2025-01-22 12:00:00,True,False,False,False,12,2,Afternoon,0,0.0,High,3
D3816,2025-01-28 06:13:00,Medication,18:30:00,1,1,2025-01-28 18:30:00,False,False,False,True,18,1,Evening,0,1.0,High,3
D3817,2025-01-11 08:08:00,Exercise,16:00:00,1,1,2025-01-11 16:00:00,False,True,False,False,16,5,Afternoon,1,1.0,Medium,2
D3818,2025-01-15 22:19:00,Medication,16:30:00,0,0,2025-01-15 16:30:00,False,False,False,True,16,2,Afternoon,0,,High,3
D3819,2025-01-11 05:29:00,Exercise,17:00:00,0,0,2025-01-11 17:00:00,False,True,False,False,17,5,Evening,1,,Medium,2
D3820,2025-01-16 11:44:00,Hydration,06:30:00,0,0,2025-01-16 06:30:00,False,False,True,False,6,3,Morning,0,,Medium,2
D3821,2025-01-05 04:05:00,Exercise,07:30:00,1,0,2025-01-05 07:30:00,False,True,False,False,7,6,Morning,1,0.0,Medium,2
D3822,2025-01-18 06:06:00,Medication,15:30:00,1,0,2025-01-18 15:30:00,False,False,False,True,15,5,Afternoon,1,0.0,High,3
D3823,2025-01-18 20:47:00,Exercise,20:30:00,1,1,2025-01-18 20:30:00,False,True,False,False,20,5,Evening,1,1.0,Medium,2
D3824,2025-01-23 10:12:00,Appointment,12:00:00,0,0,2025-01-23 12:00:00,True,False,False,False,12,3,Afternoon,0,,High,3
D3825,2025-01-02 19:33:00,Appointment,15:00:00,0,0,2025-01-02 15:00:00,True,False,False,False,15,3,Afternoon,0,,High,3
D3826,2025-01-21 03:24:00,Hydration,17:00:00,0,0,2025-01-21 17:00:00,False,False,True,False,17,1,Evening,0,,Medium,2
D3827,2025-01-16 03:39:00,Appointment,15:30:00,0,0,2025-01-16 15:30:00,True,False,False,False,15,3,Afternoon,0,,High,3
D3828,2025-01-03 14:58:00,Exercise,18:00:00,1,0,2025-01-03 18:00:00,False,True,False,False,18,4,Evening,0,0.0,Medium,2
D3829,2025-01-04 19:37:00,Hydration,14:30:00,1,1,2025-01-04 14:30:00,False,False,True,False,14,5,Afternoon,1,1.0,Medium,2
D3830,2025-01-02 20:22:00,Medication,15:00:00,0,0,2025-01-02 15:00:00,False,False,False,True,15,3,Afternoon,0,,High,3
D3831,2025-01-22 09:33:00,Exercise,14:00:00,0,0,2025-01-22 14:00:00,False,True,False,False,14,2,Afternoon,0,,Medium,2
D3832,2025-01-13 11:03:00,Appointment,15:00:00,0,0,2025-01-13 15:00:00,True,False,False,False,15,0,Afternoon,0,,High,3
D3833,2025-01-16 10:49:00,Appointment,20:30:00,0,0,2025-01-16 20:30:00,True,False,False,False,20,3,Evening,0,,High,3
D3834,2025-01-06 15:14:00,Medication,20:30:00,1,0,2025-01-06 20:30:00,False,False,False,True,20,0,Evening,0,0.0,High,3
D3835,2025-01-27 01:48:00,Hydration,14:30:00,0,0,2025-01-27 14:30:00,False,False,True,False,14,0,Afternoon,0,,Medium,2
D3836,2025-01-11 04:40:00,Medication,18:30:00,0,0,2025-01-11 18:30:00,False,False,False,True,18,5,Evening,1,,High,3
D3837,2025-01-18 12:08:00,Medication,11:30:00,0,0,2025-01-18 11:30:00,False,False,False,True,11,5,Morning,1,,High,3
D3838,2025-01-05 08:10:00,Exercise,11:00:00,1,1,2025-01-05 11:00:00,False,True,False,False,11,6,Morning,1,1.0,Medium,2
D3839,2025-01-22 13:32:00,Exercise,14:00:00,0,0,2025-01-22 14:00:00,False,True,False,False,14,2,Afternoon,0,,Medium,2
D3840,2025-01-09 19:12:00,Exercise,11:30:00,0,0,2025-01-09 11:30:00,False,True,False,False,11,3,Morning,0,,Medium,2
D3841,2025-01-07 03:47:00,Medication,17:00:00,1,1,2025-01-07 17:00:00,False,False,False,True,17,1,Evening,0,1.0,High,3
D3842,2025-01-27 01:38:00,Hydration,18:00:00,0,0,2025-01-27 18:00:00,False,False,True,False,18,0,Evening,0,,Medium,2
D3843,2025-01-22 22:27:00,Medication,21:30:00,1,1,2025-01-22 21:30:00,False,False,False,True,21,2,Evening,0,1.0,High,3
D3844,2025-01-09 22:34:00,Exercise,12:30:00,1,1,2025-01-09 12:30:00,False,True,False,False,12,3,Afternoon,0,1.0,Medium,2
D3845,2025-01-11 02:13:00,Exercise,18:00:00,0,0,2025-01-11 18:00:00,False,True,False,False,18,5,Evening,1,,Medium,2
D3846,2025-01-19 11:19:00,Hydration,15:00:00,0,0,2025-01-19 15:00:00,False,False,True,False,15,6,Afternoon,1,,Medium,2
D3847,2025-01-20 23:43:00,Hydration,17:00:00,1,1,2025-01-20 17:00:00,False,False,True,False,17,0,Evening,0,1.0,Medium,2
D3848,2025-01-07 08:25:00,Medication,22:00:00,0,0,2025-01-07 22:00:00,False,False,False,True,22,1,Night,0,,High,3
D3849,2025-01-27 15:29:00,Exercise,06:00:00,0,0,2025-01-27 06:00:00,False,True,False,False,6,0,Morning,0,,Medium,2
D3850,2025-01-29 16:27:00,Medication,13:30:00,0,0,2025-01-29 13:30:00,False,False,False,True,13,2,Afternoon,0,,High,3
D3851,2025-01-13 13:30:00,Hydration,17:30:00,1,0,2025-01-13 17:30:00,False,False,True,False,17,0,Evening,0,0.0,Medium,2
D3852,2025-01-02 07:35:00,Appointment,20:30:00,1,1,2025-01-02 20:30:00,True,False,False,False,20,3,Evening,0,1.0,High,3
D3853,2025-01-20 22:16:00,Hydration,21:00:00,0,0,2025-01-20 21:00:00,False,False,True,False,21,0,Evening,0,,Medium,2
D3854,2025-01-11 15:11:00,Medication,07:30:00,1,1,2025-01-11 07:30:00,False,False,False,True,7,5,Morning,1,1.0,High,3
D3855,2025-01-22 20:18:00,Appointment,22:30:00,1,1,2025-01-22 22:30:00,True,False,False,False,22,2,Night,0,1.0,High,3
D3856,2025-01-27 16:26:00,Hydration,14:00:00,1,1,2025-01-27 14:00:00,False,False,True,False,14,0,Afternoon,0,1.0,Medium,2
D3857,2025-01-22 10:59:00,Exercise,16:30:00,1,1,2025-01-22 16:30:00,False,True,False,False,16,2,Afternoon,0,1.0,Medium,2
D3858,2025-01-19 10:33:00,Medication,15:30:00,1,1,2025-01-19 15:30:00,False,False,False,True,15,6,Afternoon,1,1.0,High,3
D3859,2025-01-22 05:19:00,Hydration,08:00:00,0,0,2025-01-22 08:00:00,False,False,True,False,8,2,Morning,0,,Medium,2
D3860,2025-01-30 01:25:00,Hydration,15:30:00,0,0,2025-01-30 15:30:00,False,False,True,False,15,3,Afternoon,0,,Medium,2
D3861,2025-01-02 04:42:00,Hydration,21:00:00,1,1,2025-01-02 21:00:00,False,False,True,False,21,3,Evening,0,1.0,Medium,2
D3862,2025-01-03 23:41:00,Medication,09:30:00,0,0,2025-01-03 09:30:00,False,False,False,True,9,4,Morning,0,,High,3
D3863,2025-01-14 23:54:00,Exercise,11:00:00,1,1,2025-01-14 11:00:00,False,True,False,False,11,1,Morning,0,1.0,Medium,2
D3864,2025-01-30 20:35:00,Hydration,18:30:00,1,1,2025-01-30 18:30:00,False,False,True,False,18,3,Evening,0,1.0,Medium,2
D3865,2025-01-18 08:48:00,Medication,20:00:00,0,0,2025-01-18 20:00:00,False,False,False,True,20,5,Evening,1,,High,3
D3866,2025-01-17 21:06:00,Medication,15:30:00,0,0,2025-01-17 15:30:00,False,False,False,True,15,4,Afternoon,0,,High,3
D3867,2025-01-29 02:42:00,Exercise,14:00:00,1,1,2025-01-29 14:00:00,False,True,False,False,14,2,Afternoon,0,1.0,Medium,2
D3868,2025-01-26 16:14:00,Hydration,22:30:00,0,0,2025-01-26 22:30:00,False,False,True,False,22,6,Night,1,,Medium,2
D3869,2025-01-19 04:24:00,Medication,09:30:00,1,1,2025-01-19 09:30:00,False,False,False,True,9,6,Morning,1,1.0,High,3
D3870,2025-01-21 01:54:00,Exercise,17:30:00,0,0,2025-01-21 17:30:00,False,True,False,False,17,1,Evening,0,,Medium,2
D3871,2025-01-22 14:36:00,Hydration,10:00:00,0,0,2025-01-22 10:00:00,False,False,True,False,10,2,Morning,0,,Medium,2
D3872,2025-01-21 06:24:00,Exercise,19:30:00,0,0,2025-01-21 19:30:00,False,True,False,False,19,1,Evening,0,,Medium,2
D3873,2025-01-29 06:28:00,Appointment,15:00:00,1,1,2025-01-29 15:00:00,True,False,False,False,15,2,Afternoon,0,1.0,High,3
D3874,2025-01-08 23:17:00,Medication,19:00:00,0,0,2025-01-08 19:00:00,False,False,False,True,19,2,Evening,0,,High,3
D3875,2025-01-08 04:39:00,Exercise,10:30:00,1,1,2025-01-08 10:30:00,False,True,False,False,10,2,Morning,0,1.0,Medium,2
D3876,2025-01-21 17:21:00,Hydration,15:30:00,0,0,2025-01-21 15:30:00,False,False,True,False,15,1,Afternoon,0,,Medium,2
D3877,2025-01-23 01:46:00,Medication,07:30:00,1,1,2025-01-23 07:30:00,False,False,False,True,7,3,Morning,0,1.0,High,3
D3878,2025-01-08 19:22:00,Hydration,22:00:00,1,1,2025-01-08 22:00:00,False,False,True,False,22,2,Night,0,1.0,Medium,2
D3879,2025-01-17 20:27:00,Hydration,10:00:00,1,1,2025-01-17 10:00:00,False,False,True,False,10,4,Morning,0,1.0,Medium,2
D3880,2025-01-06 06:24:00,Hydration,12:30:00,0,0,2025-01-06 12:30:00,False,False,True,False,12,0,Afternoon,0,,Medium,2
D3881,2025-01-28 00:01:00,Exercise,15:30:00,0,0,2025-01-28 15:30:00,False,True,False,False,15,1,Afternoon,0,,Medium,2
D3882,2025-01-25 15:36:00,Exercise,22:00:00,0,0,2025-01-25 22:00:00,False,True,False,False,22,5,Night,1,,Medium,2
D3883,2025-01-05 19:26:00,Medication,18:30:00,0,0,2025-01-05 18:30:00,False,False,False,True,18,6,Evening,1,,High,3
D3884,2025-01-08 08:20:00,Medication,17:30:00,0,0,2025-01-08 17:30:00,False,False,False,True,17,2,Evening,0,,High,3
D3885,2025-01-25 12:04:00,Medication,06:00:00,1,0,2025-01-25 06:00:00,False,False,False,True,6,5,Morning,1,0.0,High,3
D3886,2025-01-25 03:30:00,Exercise,22:00:00,1,1,2025-01-25 22:00:00,False,True,False,False,22,5,Night,1,1.0,Medium,2
D3887,2025-01-19 03:09:00,Exercise,07:30:00,0,0,2025-01-19 07:30:00,False,True,False,False,7,6,Morning,1,,Medium,2
D3888,2025-01-08 21:42:00,Exercise,17:30:00,1,1,2025-01-08 17:30:00,False,True,False,False,17,2,Evening,0,1.0,Medium,2
D3889,2025-01-23 03:45:00,Appointment,10:30:00,0,0,2025-01-23 10:30:00,True,False,False,False,10,3,Morning,0,,High,3
D3890,2025-01-09 09:41:00,Hydration,08:30:00,1,1,2025-01-09 08:30:00,False,False,True,False,8,3,Morning,0,1.0,Medium,2
D3891,2025-01-04 08:45:00,Appointment,06:30:00,1,1,2025-01-04 06:30:00,True,False,False,False,6,5,Morning,1,1.0,High,3
D3892,2025-01-16 18:17:00,Exercise,22:00:00,0,0,2025-01-16 22:00:00,False,True,False,False,22,3,Night,0,,Medium,2
D3893,2025-01-14 01:21:00,Hydration,17:00:00,0,0,2025-01-14 17:00:00,False,False,True,False,17,1,Evening,0,,Medium,2
D3894,2025-01-04 07:19:00,Appointment,13:30:00,0,0,2025-01-04 13:30:00,True,False,False,False,13,5,Afternoon,1,,High,3
D3895,2025-01-10 03:44:00,Hydration,21:00:00,1,1,2025-01-10 21:00:00,False,False,True,False,21,4,Evening,0,1.0,Medium,2
D3896,2025-01-14 10:29:00,Exercise,11:00:00,0,0,2025-01-14 11:00:00,False,True,False,False,11,1,Morning,0,,Medium,2
D3897,2025-01-16 08:39:00,Medication,16:30:00,0,0,2025-01-16 16:30:00,False,False,False,True,16,3,Afternoon,0,,High,3
D3898,2025-01-18 17:28:00,Medication,16:00:00,0,0,2025-01-18 16:00:00,False,False,False,True,16,5,Afternoon,1,,High,3
D3899,2025-01-09 05:31:00,Exercise,09:30:00,1,0,2025-01-09 09:30:00,False,True,False,False,9,3,Morning,0,0.0,Medium,2
D3900,2025-01-04 22:45:00,Hydration,17:00:00,1,1,2025-01-04 17:00:00,False,False,True,False,17,5,Evening,1,1.0,Medium,2
D3901,2025-01-27 04:38:00,Appointment,13:30:00,1,1,2025-01-27 13:30:00,True,False,False,False,13,0,Afternoon,0,1.0,High,3
D3902,2025-01-20 06:40:00,Medication,20:00:00,0,0,2025-01-20 20:00:00,False,False,False,True,20,0,Evening,0,,High,3
D3903,2025-01-06 16:47:00,Appointment,22:30:00,0,0,2025-01-06 22:30:00,True,False,False,False,22,0,Night,0,,High,3
D3904,2025-01-15 04:35:00,Hydration,16:30:00,1,1,2025-01-15 16:30:00,False,False,True,False,16,2,Afternoon,0,1.0,Medium,2
D3905,2025-01-02 08:57:00,Exercise,10:30:00,0,0,2025-01-02 10:30:00,False,True,False,False,10,3,Morning,0,,Medium,2
D3906,2025-01-12 16:08:00,Exercise,07:30:00,1,1,2025-01-12 07:30:00,False,True,False,False,7,6,Morning,1,1.0,Medium,2
D3907,2025-01-27 07:06:00,Medication,21:30:00,1,0,2025-01-27 21:30:00,False,False,False,True,21,0,Evening,0,0.0,High,3
D3908,2025-01-19 13:23:00,Medication,10:00:00,1,1,2025-01-19 10:00:00,False,False,False,True,10,6,Morning,1,1.0,High,3
D3909,2025-01-01 08:52:00,Hydration,14:00:00,0,0,2025-01-01 14:00:00,False,False,True,False,14,2,Afternoon,0,,Medium,2
D3910,2025-01-07 05:26:00,Medication,21:30:00,0,0,2025-01-07 21:30:00,False,False,False,True,21,1,Evening,0,,High,3
