Device_ID,Timestamp,Movement_Activity,Fall_Detected,Impact_Force,Inactivity_Duration,Location,Alert_Triggered,Caregiver_Notified,Unnamed: 9,Movement_Lying,Movement_No Movement,Movement_Sitting,Movement_Walking,Location_Bathroom,Location_Bedroom,Location_Kitchen,Location_Living Room,Inactivity_Duration_normalized,Risk_Score,Hour,Day,Is_Night
D1723,2025-01-09 09:26:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,9,9,False
D1724,2025-01-10 02:06:00,No Movement,0,0.0,0,Living Room,0,0,,False,True,False,False,False,False,False,True,0.0,0.0,2,10,True
D1725,2025-01-22 17:29:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,17,22,False
D1726,2025-01-03 13:38:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,13,3,False
D1727,2025-01-03 00:17:00,No Movement,0,0.0,0,Bedroom,0,0,,False,True,False,False,False,True,False,False,0.0,0.0,0,3,True
D1728,2025-01-24 11:52:00,Walking,0,0.0,0,Bathroom,0,0,,False,False,False,True,True,False,False,False,0.0,0.0,11,24,False
D1729,2025-01-07 21:16:00,No Movement,1,0.0,290,Bedroom,1,1,,False,True,False,False,False,True,False,False,0.48414023372287146,5.968280467445743,21,7,False
D1730,2025-01-20 18:37:00,No Movement,1,0.0,516,Bedroom,0,0,,False,True,False,False,False,True,False,False,0.8614357262103506,6.722871452420701,18,20,False
D1731,2025-01-11 17:45:00,Lying,0,0.0,0,Bedroom,0,0,,True,False,False,False,False,True,False,False,0.0,0.0,17,11,False
D1732,2025-01-06 07:39:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,7,6,False
D1733,2025-01-05 10:16:00,Walking,0,0.0,0,Bathroom,0,0,,False,False,False,True,True,False,False,False,0.0,0.0,10,5,False
D1734,2025-01-29 06:36:00,No Movement,0,0.0,0,Living Room,0,0,,False,True,False,False,False,False,False,True,0.0,0.0,6,29,False
D1735,2025-01-24 05:54:00,Sitting,0,0.0,0,Bathroom,0,0,,False,False,True,False,True,False,False,False,0.0,0.0,5,24,True
D1736,2025-01-21 12:20:00,No Movement,0,0.0,0,Living Room,0,0,,False,True,False,False,False,False,False,True,0.0,0.0,12,21,False
D1737,2025-01-20 04:51:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,4,20,True
D1738,2025-01-06 00:33:00,No Movement,0,0.0,0,Bedroom,0,0,,False,True,False,False,False,True,False,False,0.0,0.0,0,6,True
D1739,2025-01-19 22:47:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,22,19,True
D1740,2025-01-23 10:09:00,Walking,0,0.0,0,Kitchen,0,0,,False,False,False,True,False,False,True,False,0.0,0.0,10,23,False
D1741,2025-01-13 11:35:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,11,13,False
D1742,2025-01-22 13:57:00,No Movement,0,0.0,0,Living Room,0,0,,False,True,False,False,False,False,False,True,0.0,0.0,13,22,False
D1743,2025-01-03 13:16:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,13,3,False
D1744,2025-01-12 06:28:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,6,12,False
D1745,2025-01-30 08:36:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,8,30,False
D1746,2025-01-27 03:11:00,Sitting,0,0.0,0,Kitchen,0,0,,False,False,True,False,False,False,True,False,0.0,0.0,3,27,True
D1747,2025-01-16 08:46:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,8,16,False
D1748,2025-01-02 20:26:00,Lying,0,0.0,0,Bedroom,0,0,,True,False,False,False,False,True,False,False,0.0,0.0,20,2,False
D1749,2025-01-29 17:31:00,No Movement,0,0.0,0,Bathroom,0,0,,False,True,False,False,True,False,False,False,0.0,0.0,17,29,False
D1750,2025-01-11 03:01:00,Walking,0,0.0,0,Bathroom,0,0,,False,False,False,True,True,False,False,False,0.0,0.0,3,11,True
D1751,2025-01-07 21:30:00,Sitting,0,0.0,0,Kitchen,0,0,,False,False,True,False,False,False,True,False,0.0,0.0,21,7,False
D1752,2025-01-22 12:19:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,12,22,False
D1753,2025-01-13 19:21:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,19,13,False
D1754,2025-01-20 20:38:00,No Movement,0,0.0,0,Living Room,0,0,,False,True,False,False,False,False,False,True,0.0,0.0,20,20,False
D1755,2025-01-19 14:38:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,14,19,False
D1756,2025-01-27 05:39:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,5,27,True
D1757,2025-01-22 04:30:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,4,22,True
D1758,2025-01-07 19:55:00,No Movement,0,0.0,0,Bathroom,0,0,,False,True,False,False,True,False,False,False,0.0,0.0,19,7,False
D1759,2025-01-02 15:38:00,Lying,0,0.0,0,Bathroom,0,0,,True,False,False,False,True,False,False,False,0.0,0.0,15,2,False
D1760,2025-01-09 04:21:00,Lying,0,0.0,0,Bathroom,0,0,,True,False,False,False,True,False,False,False,0.0,0.0,4,9,True
D1761,2025-01-01 22:44:00,No Movement,0,0.0,0,Living Room,0,0,,False,True,False,False,False,False,False,True,0.0,0.0,22,1,True
D1762,2025-01-15 22:22:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,22,15,True
D1763,2025-01-17 02:12:00,Sitting,0,0.0,0,Bathroom,0,0,,False,False,True,False,True,False,False,False,0.0,0.0,2,17,True
D1764,2025-01-21 20:04:00,Lying,0,0.0,0,Bedroom,0,0,,True,False,False,False,False,True,False,False,0.0,0.0,20,21,False
D1765,2025-01-14 12:23:00,Sitting,0,0.0,0,Bathroom,0,0,,False,False,True,False,True,False,False,False,0.0,0.0,12,14,False
D1766,2025-01-20 10:40:00,No Movement,0,0.0,0,Bedroom,0,0,,False,True,False,False,False,True,False,False,0.0,0.0,10,20,False
D1767,2025-01-01 17:04:00,Sitting,0,0.0,0,Bedroom,0,0,,False,False,True,False,False,True,False,False,0.0,0.0,17,1,False
D1768,2025-01-03 03:51:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,3,3,True
D1769,2025-01-26 14:11:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,14,26,False
D1770,2025-01-17 06:28:00,Walking,0,0.0,0,Bathroom,0,0,,False,False,False,True,True,False,False,False,0.0,0.0,6,17,False
D1771,2025-01-02 19:29:00,Lying,0,0.0,0,Kitchen,0,0,,True,False,False,False,False,False,True,False,0.0,0.0,19,2,False
D1772,2025-01-04 01:36:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,1,4,True
D1773,2025-01-11 21:30:00,Lying,0,0.0,0,Bathroom,0,0,,True,False,False,False,True,False,False,False,0.0,0.0,21,11,False
D1774,2025-01-20 23:53:00,Sitting,0,0.0,0,Bedroom,0,0,,False,False,True,False,False,True,False,False,0.0,0.0,23,20,True
D1775,2025-01-05 08:39:00,No Movement,0,0.0,0,Bedroom,0,0,,False,True,False,False,False,True,False,False,0.0,0.0,8,5,False
D1776,2025-01-28 17:54:00,Walking,0,0.0,0,Kitchen,0,0,,False,False,False,True,False,False,True,False,0.0,0.0,17,28,False
D1777,2025-01-10 07:15:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,7,10,False
D1778,2025-01-04 23:43:00,No Movement,0,0.0,0,Bathroom,0,0,,False,True,False,False,True,False,False,False,0.0,0.0,23,4,True
D1779,2025-01-28 21:38:00,Walking,0,0.0,0,Bathroom,0,0,,False,False,False,True,True,False,False,False,0.0,0.0,21,28,False
D1780,2025-01-24 01:58:00,No Movement,0,0.0,0,Bathroom,0,0,,False,True,False,False,True,False,False,False,0.0,0.0,1,24,True
D1781,2025-01-16 05:36:00,Sitting,0,0.0,0,Bathroom,0,0,,False,False,True,False,True,False,False,False,0.0,0.0,5,16,True
D1782,2025-01-08 23:32:00,Lying,0,0.0,0,Bathroom,0,0,,True,False,False,False,True,False,False,False,0.0,0.0,23,8,True
D1783,2025-01-11 01:43:00,No Movement,0,0.0,0,Living Room,0,0,,False,True,False,False,False,False,False,True,0.0,0.0,1,11,True
D1784,2025-01-16 12:36:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,12,16,False
D1785,2025-01-08 15:02:00,Sitting,0,0.0,0,Kitchen,0,0,,False,False,True,False,False,False,True,False,0.0,0.0,15,8,False
D1786,2025-01-22 17:09:00,Walking,0,0.0,0,Kitchen,0,0,,False,False,False,True,False,False,True,False,0.0,0.0,17,22,False
D1787,2025-01-07 11:47:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,11,7,False
D1788,2025-01-13 10:28:00,Walking,0,0.0,0,Bathroom,0,0,,False,False,False,True,True,False,False,False,0.0,0.0,10,13,False
D1789,2025-01-30 15:58:00,Walking,0,0.0,0,Kitchen,0,0,,False,False,False,True,False,False,True,False,0.0,0.0,15,30,False
D1790,2025-01-17 17:02:00,Lying,0,0.0,0,Kitchen,0,0,,True,False,False,False,False,False,True,False,0.0,0.0,17,17,False
D1791,2025-01-03 15:59:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,15,3,False
D1792,2025-01-09 02:23:00,No Movement,0,0.0,0,Kitchen,0,0,,False,True,False,False,False,False,True,False,0.0,0.0,2,9,True
D1793,2025-01-06 10:05:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,10,6,False
D1794,2025-01-11 03:00:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,3,11,True
D1795,2025-01-24 06:35:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,6,24,False
D1796,2025-01-03 00:52:00,Sitting,0,0.0,0,Bedroom,0,0,,False,False,True,False,False,True,False,False,0.0,0.0,0,3,True
D1797,2025-01-12 11:46:00,No Movement,0,0.0,0,Bedroom,0,0,,False,True,False,False,False,True,False,False,0.0,0.0,11,12,False
D1798,2025-01-18 15:31:00,No Movement,1,0.0,579,Bathroom,0,0,,False,True,False,False,True,False,False,False,0.9666110183639399,6.93322203672788,15,18,False
D1799,2025-01-08 14:52:00,No Movement,0,0.0,0,Living Room,0,0,,False,True,False,False,False,False,False,True,0.0,0.0,14,8,False
D1800,2025-01-27 06:44:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,6,27,False
D1801,2025-01-20 13:33:00,Lying,0,0.0,0,Kitchen,0,0,,True,False,False,False,False,False,True,False,0.0,0.0,13,20,False
D1802,2025-01-02 03:39:00,No Movement,0,0.0,0,Living Room,0,0,,False,True,False,False,False,False,False,True,0.0,0.0,3,2,True
D1803,2025-01-21 10:58:00,No Movement,1,0.0,224,Living Room,1,1,,False,True,False,False,False,False,False,True,0.3739565943238731,5.747913188647746,10,21,False
D1804,2025-01-04 16:45:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,16,4,False
D1805,2025-01-17 16:41:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,16,17,False
D1806,2025-01-14 07:10:00,No Movement,0,0.0,0,Bathroom,0,0,,False,True,False,False,True,False,False,False,0.0,0.0,7,14,False
D1807,2025-01-10 05:18:00,Sitting,0,0.0,0,Bedroom,0,0,,False,False,True,False,False,True,False,False,0.0,0.0,5,10,True
D1808,2025-01-07 21:32:00,No Movement,0,0.0,0,Bathroom,0,0,,False,True,False,False,True,False,False,False,0.0,0.0,21,7,False
D1809,2025-01-04 07:48:00,No Movement,0,0.0,0,Living Room,0,0,,False,True,False,False,False,False,False,True,0.0,0.0,7,4,False
D1810,2025-01-12 09:43:00,No Movement,0,0.0,0,Living Room,0,0,,False,True,False,False,False,False,False,True,0.0,0.0,9,12,False
D1811,2025-01-02 03:02:00,No Movement,0,0.0,0,Kitchen,0,0,,False,True,False,False,False,False,True,False,0.0,0.0,3,2,True
D1812,2025-01-21 03:30:00,Sitting,0,0.0,0,Bathroom,0,0,,False,False,True,False,True,False,False,False,0.0,0.0,3,21,True
D1813,2025-01-26 13:20:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,13,26,False
D1814,2025-01-30 10:19:00,Lying,0,0.0,0,Bedroom,0,0,,True,False,False,False,False,True,False,False,0.0,0.0,10,30,False
D1815,2025-01-14 07:53:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,7,14,False
D1816,2025-01-01 04:19:00,Sitting,0,0.0,0,Bedroom,0,0,,False,False,True,False,False,True,False,False,0.0,0.0,4,1,True
D1817,2025-01-22 05:33:00,Walking,0,0.0,0,Bathroom,0,0,,False,False,False,True,True,False,False,False,0.0,0.0,5,22,True
D1818,2025-01-24 19:15:00,Walking,0,0.0,0,Kitchen,0,0,,False,False,False,True,False,False,True,False,0.0,0.0,19,24,False
D1819,2025-01-28 07:26:00,Sitting,0,0.0,0,Bathroom,0,0,,False,False,True,False,True,False,False,False,0.0,0.0,7,28,False
D1820,2025-01-26 11:11:00,Sitting,0,0.0,0,Bedroom,0,0,,False,False,True,False,False,True,False,False,0.0,0.0,11,26,False
D1821,2025-01-22 23:36:00,Sitting,0,0.0,0,Kitchen,0,0,,False,False,True,False,False,False,True,False,0.0,0.0,23,22,True
D1822,2025-01-10 21:32:00,Lying,0,0.0,0,Kitchen,0,0,,True,False,False,False,False,False,True,False,0.0,0.0,21,10,False
D1823,2025-01-09 20:20:00,No Movement,0,0.0,0,Bathroom,0,0,,False,True,False,False,True,False,False,False,0.0,0.0,20,9,False
D1824,2025-01-01 07:08:00,No Movement,0,0.0,0,Kitchen,0,0,,False,True,False,False,False,False,True,False,0.0,0.0,7,1,False
D1825,2025-01-15 13:01:00,No Movement,0,0.0,0,Living Room,0,0,,False,True,False,False,False,False,False,True,0.0,0.0,13,15,False
D1826,2025-01-27 07:50:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,7,27,False
D1827,2025-01-28 03:04:00,Sitting,0,0.0,0,Kitchen,0,0,,False,False,True,False,False,False,True,False,0.0,0.0,3,28,True
D1828,2025-01-18 12:09:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,12,18,False
D1829,2025-01-27 19:06:00,Sitting,0,0.0,0,Bathroom,0,0,,False,False,True,False,True,False,False,False,0.0,0.0,19,27,False
D1830,2025-01-20 22:29:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,22,20,True
D1831,2025-01-22 07:13:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,7,22,False
D1832,2025-01-22 10:44:00,No Movement,0,0.0,0,Bathroom,0,0,,False,True,False,False,True,False,False,False,0.0,0.0,10,22,False
D1833,2025-01-23 03:56:00,No Movement,0,0.0,0,Bedroom,0,0,,False,True,False,False,False,True,False,False,0.0,0.0,3,23,True
D1834,2025-01-16 22:36:00,Sitting,0,0.0,0,Bathroom,0,0,,False,False,True,False,True,False,False,False,0.0,0.0,22,16,True
D1835,2025-01-23 03:49:00,No Movement,1,0.0,551,Kitchen,1,1,,False,True,False,False,False,False,True,False,0.9198664440734557,6.839732888146911,3,23,True
D1836,2025-01-25 23:51:00,Sitting,0,0.0,0,Kitchen,0,0,,False,False,True,False,False,False,True,False,0.0,0.0,23,25,True
D1837,2025-01-06 08:01:00,Sitting,0,0.0,0,Kitchen,0,0,,False,False,True,False,False,False,True,False,0.0,0.0,8,6,False
D1838,2025-01-10 14:49:00,Walking,0,0.0,0,Kitchen,0,0,,False,False,False,True,False,False,True,False,0.0,0.0,14,10,False
D1839,2025-01-04 03:41:00,Lying,0,0.0,0,Kitchen,0,0,,True,False,False,False,False,False,True,False,0.0,0.0,3,4,True
D1840,2025-01-05 07:20:00,No Movement,0,0.0,0,Bedroom,0,0,,False,True,False,False,False,True,False,False,0.0,0.0,7,5,False
D1841,2025-01-27 06:46:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,6,27,False
D1842,2025-01-02 18:25:00,No Movement,0,0.0,0,Bedroom,0,0,,False,True,False,False,False,True,False,False,0.0,0.0,18,2,False
D1843,2025-01-27 17:00:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,17,27,False
D1844,2025-01-29 12:49:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,12,29,False
D1845,2025-01-22 20:28:00,Sitting,0,0.0,0,Bathroom,0,0,,False,False,True,False,True,False,False,False,0.0,0.0,20,22,False
D1846,2025-01-22 00:38:00,No Movement,0,0.0,0,Bedroom,0,0,,False,True,False,False,False,True,False,False,0.0,0.0,0,22,True
D1847,2025-01-19 06:58:00,No Movement,0,0.0,0,Bedroom,0,0,,False,True,False,False,False,True,False,False,0.0,0.0,6,19,False
D1848,2025-01-22 19:03:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,19,22,False
D1849,2025-01-05 16:02:00,Sitting,0,0.0,0,Bedroom,0,0,,False,False,True,False,False,True,False,False,0.0,0.0,16,5,False
D1850,2025-01-08 20:48:00,Walking,0,0.0,0,Bathroom,0,0,,False,False,False,True,True,False,False,False,0.0,0.0,20,8,False
D1851,2025-01-21 18:48:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,18,21,False
D1852,2025-01-15 16:55:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,16,15,False
D1853,2025-01-13 07:58:00,No Movement,0,0.0,0,Living Room,0,0,,False,True,False,False,False,False,False,True,0.0,0.0,7,13,False
D1854,2025-01-10 20:51:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,20,10,False
D1855,2025-01-12 20:33:00,Sitting,0,0.0,0,Bathroom,0,0,,False,False,True,False,True,False,False,False,0.0,0.0,20,12,False
D1856,2025-01-01 10:37:00,Sitting,0,0.0,0,Kitchen,0,0,,False,False,True,False,False,False,True,False,0.0,0.0,10,1,False
D1857,2025-01-27 08:06:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,8,27,False
D1858,2025-01-12 03:12:00,Walking,0,0.0,0,Kitchen,0,0,,False,False,False,True,False,False,True,False,0.0,0.0,3,12,True
D1859,2025-01-06 04:43:00,Sitting,0,0.0,0,Bedroom,0,0,,False,False,True,False,False,True,False,False,0.0,0.0,4,6,True
D1860,2025-01-16 15:37:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,15,16,False
D1861,2025-01-26 15:46:00,No Movement,0,0.0,0,Bedroom,0,0,,False,True,False,False,False,True,False,False,0.0,0.0,15,26,False
D1862,2025-01-09 21:07:00,Sitting,0,0.0,0,Kitchen,0,0,,False,False,True,False,False,False,True,False,0.0,0.0,21,9,False
D1863,2025-01-14 12:45:00,No Movement,0,0.0,0,Bedroom,0,0,,False,True,False,False,False,True,False,False,0.0,0.0,12,14,False
D1864,2025-01-04 13:34:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,13,4,False
D1865,2025-01-09 07:06:00,Sitting,0,0.0,0,Bathroom,0,0,,False,False,True,False,True,False,False,False,0.0,0.0,7,9,False
D1866,2025-01-03 10:00:00,No Movement,0,0.0,0,Living Room,0,0,,False,True,False,False,False,False,False,True,0.0,0.0,10,3,False
D1867,2025-01-27 05:21:00,No Movement,0,0.0,0,Kitchen,0,0,,False,True,False,False,False,False,True,False,0.0,0.0,5,27,True
D1868,2025-01-04 13:36:00,No Movement,0,0.0,0,Living Room,0,0,,False,True,False,False,False,False,False,True,0.0,0.0,13,4,False
D1869,2025-01-09 10:38:00,Lying,0,0.0,0,Bathroom,0,0,,True,False,False,False,True,False,False,False,0.0,0.0,10,9,False
D1870,2025-01-14 08:51:00,No Movement,0,0.0,0,Living Room,0,0,,False,True,False,False,False,False,False,True,0.0,0.0,8,14,False
D1871,2025-01-14 02:42:00,Lying,0,0.0,0,Bedroom,0,0,,True,False,False,False,False,True,False,False,0.0,0.0,2,14,True
D1872,2025-01-29 13:19:00,Sitting,0,0.0,0,Bedroom,0,0,,False,False,True,False,False,True,False,False,0.0,0.0,13,29,False
D1873,2025-01-16 05:00:00,Lying,0,0.0,0,Kitchen,0,0,,True,False,False,False,False,False,True,False,0.0,0.0,5,16,True
D1874,2025-01-01 16:44:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,16,1,False
D1875,2025-01-16 00:50:00,No Movement,0,0.0,0,Bathroom,0,0,,False,True,False,False,True,False,False,False,0.0,0.0,0,16,True
D1876,2025-01-11 07:54:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,7,11,False
D1877,2025-01-28 04:20:00,Lying,0,0.0,0,Kitchen,0,0,,True,False,False,False,False,False,True,False,0.0,0.0,4,28,True
D1878,2025-01-20 04:07:00,Walking,0,0.0,0,Bathroom,0,0,,False,False,False,True,True,False,False,False,0.0,0.0,4,20,True
D1879,2025-01-21 12:00:00,Walking,0,0.0,0,Bathroom,0,0,,False,False,False,True,True,False,False,False,0.0,0.0,12,21,False
D1880,2025-01-10 12:18:00,Sitting,0,0.0,0,Bedroom,0,0,,False,False,True,False,False,True,False,False,0.0,0.0,12,10,False
D1881,2025-01-17 19:18:00,No Movement,0,0.0,0,Kitchen,0,0,,False,True,False,False,False,False,True,False,0.0,0.0,19,17,False
D1882,2025-01-05 22:35:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,22,5,True
D1883,2025-01-13 20:14:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,20,13,False
D1884,2025-01-22 04:03:00,Walking,0,0.0,0,Bathroom,0,0,,False,False,False,True,True,False,False,False,0.0,0.0,4,22,True
D1885,2025-01-20 08:24:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,8,20,False
D1886,2025-01-18 22:10:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,22,18,True
D1887,2025-01-21 19:12:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,19,21,False
D1888,2025-01-02 05:09:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,5,2,True
D1889,2025-01-25 10:59:00,Lying,0,0.0,0,Kitchen,0,0,,True,False,False,False,False,False,True,False,0.0,0.0,10,25,False
D1890,2025-01-17 10:56:00,Walking,0,0.0,0,Bathroom,0,0,,False,False,False,True,True,False,False,False,0.0,0.0,10,17,False
D1891,2025-01-22 16:01:00,No Movement,0,0.0,0,Bathroom,0,0,,False,True,False,False,True,False,False,False,0.0,0.0,16,22,False
D1892,2025-01-06 13:33:00,No Movement,0,0.0,0,Kitchen,0,0,,False,True,False,False,False,False,True,False,0.0,0.0,13,6,False
D1893,2025-01-19 17:10:00,No Movement,0,0.0,0,Kitchen,0,0,,False,True,False,False,False,False,True,False,0.0,0.0,17,19,False
D1894,2025-01-06 12:18:00,Sitting,0,0.0,0,Bedroom,0,0,,False,False,True,False,False,True,False,False,0.0,0.0,12,6,False
D1895,2025-01-02 01:05:00,Lying,0,0.0,0,Bathroom,0,0,,True,False,False,False,True,False,False,False,0.0,0.0,1,2,True
D1896,2025-01-05 04:55:00,Walking,0,0.0,0,Bathroom,0,0,,False,False,False,True,True,False,False,False,0.0,0.0,4,5,True
D1897,2025-01-22 04:30:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,4,22,True
D1898,2025-01-23 07:16:00,No Movement,0,0.0,0,Bathroom,0,0,,False,True,False,False,True,False,False,False,0.0,0.0,7,23,False
D1899,2025-01-09 16:29:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,16,9,False
D1900,2025-01-25 01:28:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,1,25,True
D1901,2025-01-26 16:37:00,Walking,0,0.0,0,Kitchen,0,0,,False,False,False,True,False,False,True,False,0.0,0.0,16,26,False
D1902,2025-01-03 20:57:00,No Movement,0,0.0,0,Living Room,0,0,,False,True,False,False,False,False,False,True,0.0,0.0,20,3,False
D1903,2025-01-11 22:46:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,22,11,True
D1904,2025-01-05 21:46:00,Lying,0,0.0,0,Kitchen,0,0,,True,False,False,False,False,False,True,False,0.0,0.0,21,5,False
D1905,2025-01-22 16:09:00,No Movement,0,0.0,0,Living Room,0,0,,False,True,False,False,False,False,False,True,0.0,0.0,16,22,False
D1906,2025-01-18 04:10:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,4,18,True
D1907,2025-01-25 19:02:00,Sitting,0,0.0,0,Kitchen,0,0,,False,False,True,False,False,False,True,False,0.0,0.0,19,25,False
D1908,2025-01-17 20:37:00,Walking,0,0.0,0,Kitchen,0,0,,False,False,False,True,False,False,True,False,0.0,0.0,20,17,False
D1909,2025-01-20 03:25:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,3,20,True
D1910,2025-01-18 22:06:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,22,18,True
D1911,2025-01-25 11:26:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,11,25,False
D1912,2025-01-30 09:39:00,Lying,0,0.0,0,Kitchen,0,0,,True,False,False,False,False,False,True,False,0.0,0.0,9,30,False
D1913,2025-01-30 15:29:00,Walking,0,0.0,0,Kitchen,0,0,,False,False,False,True,False,False,True,False,0.0,0.0,15,30,False
D1914,2025-01-26 02:21:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,2,26,True
D1915,2025-01-14 15:19:00,No Movement,0,0.0,0,Kitchen,0,0,,False,True,False,False,False,False,True,False,0.0,0.0,15,14,False
D1916,2025-01-13 00:25:00,Walking,0,0.0,0,Kitchen,0,0,,False,False,False,True,False,False,True,False,0.0,0.0,0,13,True
D1917,2025-01-26 21:51:00,No Movement,0,0.0,0,Bathroom,0,0,,False,True,False,False,True,False,False,False,0.0,0.0,21,26,False
D1918,2025-01-04 16:22:00,Lying,0,0.0,0,Bedroom,0,0,,True,False,False,False,False,True,False,False,0.0,0.0,16,4,False
